created_date,agency,complaint_type,descriptor,resolution_description
2025-01-28T21:58:30.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-10-28T23:52:15.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.
2025-10-28T23:32:34.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-05-28T22:25:17.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.
2025-12-28T23:55:44.000,NYPD,Noise - Commercial,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-07-28T22:13:00.000,DOT,Street Condition,Cave-in,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.
2025-08-28T22:51:41.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.
2025-04-28T23:40:22.000,HPD,WATER LEAK,HEAVY FLOW,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w"
2025-04-28T23:11:00.000,DOT,Traffic Signal Condition,Street Light Feed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.
2025-07-28T23:15:56.000,NYPD,Noise - Park,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-09-28T23:13:07.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T22:42:31.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.
2025-04-28T22:45:52.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T23:41:46.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department issued a summons in response to the complaint.
2025-07-28T22:05:26.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-02-28T23:17:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.
2025-01-28T22:12:33.000,DPR,Animal in a Park,Dead Animal,NYC Parks has reviewed the reported condition and corrected the problem.
2025-01-28T23:55:46.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-06-28T23:13:06.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-03-28T23:42:18.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.
2025-07-28T21:52:06.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department reviewed your complaint and provided additional information below.
2025-06-28T22:48:11.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-10-28T22:56:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.
