created_date,agency,complaint_type,descriptor,resolution_description,resolution_date,sentiment_label,urgency_score
2025-02-28T21:57:28.000,NYPD,Non-Emergency Police Matter,Other (complaint details),The Police Department responded to the complaint and determined that police action was not necessary.,2025-02-28T21:57:28.000,Neutral,1
2025-10-28T23:44:33.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-10-28T23:44:33.000,Neutral,2
2025-06-28T23:24:26.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-06-28T23:24:26.000,Frustrated,2
2025-12-28T23:33:40.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T23:33:40.000,Frustrated,2
2025-09-28T22:50:50.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-09-28T22:50:50.000,Frustrated,4
2025-02-28T23:41:07.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-02-28T23:41:07.000,Neutral,2
2025-05-28T21:58:47.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-28T21:58:47.000,Frustrated,2
2025-06-28T22:47:06.000,NYPD,Illegal Fireworks,,The Police Department responded to the complaint and took action to fix the condition.,2025-06-28T22:47:06.000,Neutral,4
2025-10-28T22:40:27.000,NYPD,Blocked Driveway,Partial Access,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-10-28T22:40:27.000,Neutral,2
2025-03-28T23:55:21.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-03-28T23:55:21.000,Frustrated,4
2025-04-28T23:35:33.000,NYPD,Illegal Parking,Unauthorized Bus Layover,The Police Department responded to the complaint and determined that police action was not necessary.,2025-04-28T23:35:33.000,Neutral,2
2025-12-28T23:46:53.000,NYPD,Noise - Residential,Banging/Pounding,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T23:46:53.000,Neutral,2
2025-12-28T21:41:00.000,DEP,Sewer,Catch Basin Search (SC2),The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2025-12-28T21:41:00.000,Neutral,1
2025-04-28T21:58:45.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T21:58:45.000,Neutral,2
2025-05-28T22:37:33.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-05-28T22:37:33.000,Neutral,2
2025-06-28T23:39:54.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-06-28T23:39:54.000,Frustrated,2
2025-04-28T23:23:00.000,DOT,Street Light Condition,Street Light Out,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2025-04-28T23:23:00.000,Neutral,2
2025-10-28T21:47:15.000,DOHMH,Smoking or Vaping,Allowed in Smoke Free Area,"The NYC Health Department has responded to your service request. For inspection results, please call (212) 676-1600 or email infobfscs@health.nyc.gov to request an inspection report. This service request has been closed.",2025-10-28T21:47:15.000,Neutral,1
2025-03-28T22:31:07.000,NYPD,Noise - Residential,Loud Talking,The Police Department responded to the complaint and determined that police action was not necessary.,2025-03-28T22:31:07.000,Neutral,1
2025-09-28T23:50:24.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-09-28T23:50:24.000,Frustrated,2
2025-05-28T22:55:57.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.,2025-05-28T22:55:57.000,Neutral,3
2025-01-28T22:54:00.000,DOT,Street Light Condition,Street Light Out,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2025-01-28T22:54:00.000,Neutral,2
2025-01-28T22:15:08.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2025-01-28T22:15:08.000,Neutral,2
2025-12-28T22:12:28.000,NYPD,Illegal Parking,Double Parked Blocking Vehicle,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T22:12:28.000,Neutral,2
2025-07-28T23:41:00.000,DEP,Water System,Fire Hydrant Emergency (FHE),The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2025-07-28T23:41:00.000,Neutral,8
2025-05-28T20:54:04.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-05-28T20:54:04.000,Neutral,2
2025-04-28T22:38:36.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-04-28T22:38:36.000,Neutral,2
2025-12-28T21:14:02.000,NYPD,Illegal Parking,Blocked Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T21:14:02.000,Neutral,2
2025-03-28T23:55:11.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and determined that police action was not necessary.,2025-03-28T23:55:11.000,Frustrated,2
